ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount,prevYearTotalSettledClaimAmount,currYearTotalSettledClaimAmount
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,0,0,6,1529.67,1968.67,201
49-53,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,4,3914.99,0,0,62,4635.99
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,3,4172,0,0,783,4436
59-63,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,6,11200,6,600,949,11920
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,4,3455,0,0,38,4115
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_LENSES,F,null,null,null,1,1146,0,0,893,1274
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,42,59494.46,9,4678,5578,59602.46
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,115,18347.19,98,20571.92,20748.92,18695.19
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,124,17675.02,61,10776.55,11576.55,18234.02
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,5,2986.14,0,0,519,3200.14
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,25,2608.92,12,2037.33,2665.33,2812.92
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,19,11276.85,7,2813,3621,11351.85
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,12,7302.61,6,3477.5,4064.5,7960.61
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,48,5547.41,43,7269.27,7817.27,5612.41
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,4,10160,1,750,1448,10455
49-53,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,0,0,1,1092,2028,937
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,2,551,0,0,877,1081
49-53,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,26,2433.36,2,30,645,2600.36
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,0,0,1,949.02,968.02,504
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,6,7656,20,17945.96,18471.96,8342
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,2,6642.85,17,14036.05,14546.05,6700.85
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,43,6218.06,41,9623.83,9684.83,7133.06
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,6,6068,4,900,1205,6566
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,345,7,2539.25,3130.25,649
49-53,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,1,32,0,0,98,994
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,16,13991.54,16,17715.8,18404.8,14850.54
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,15,2408.61,19,4859.26,5023.26,3256.61
39-43,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,315,42726.98,271,29688.96,30526.96,43721.98
24-28,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,9,5536,3,2140,2687,5931
54-58,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,2,2667,0,0,898,3619
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,9,2549.77,0,0,373,3101.77
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,7,3879.46,20,19300.19,19936.19,4157.46
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,1,1950,3,4590.26,4997.26,2368
29-33,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,4,1881,3,1226,1624,2670
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,14,4092.3,16,2040.45,2344.45,4786.3
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,1,184,0,0,690,513
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,16,15906.5,18,13098,13652,15911.5
39-43,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,4,690,1,160,161,1284
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,23,44749.42,5,4526.9,4932.9,45425.42
59-63,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,0,0,1,1560.14,2521.14,699
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,5,942.88,0,0,148,1122.88
39-43,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,2,207,12,1582.55,2373.55,935
39-43,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,6,3298,0,0,503,3351
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,4,3802,3951,688
24-28,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,6,946.5,1,145,957,1579.5
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,2,897.5,4,389,1180,1499.5
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,13,7252.02,7,4124.02,4751.02,8005.02
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,291,29583.26,218,20130.51,20786.51,30019.26
19-23,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,6,263.5,4,126.8,158.8,1040.5
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,0,0,6,4573.5,5264.5,270
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,5,3138,8,2709.25,3194.25,3841
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,16,18505.26,6,7679.77,8653.77,18720.26
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,1273.5,0,0,263,1534.5
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,498,1,65,740,941
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,59,11047.44,38,5417.34,6404.34,11357.44
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,236,22305.81,186,18496.02,19003.02,22412.81
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,235,0,0,155,912
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,18,6415,4,2550,3025,7106
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,1,0,5,2411,3305,544
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,1,600,0,0,180,1188
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,13,16559.15,1,100,227,16682.15
44-48,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,2,1678,2,1004,1829,2483
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,2,270,1,0,581,713
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,33,7891.48,11,1730.79,2229.79,8531.48
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,1,52.79,0,0,633,994.79
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,4,6115.57,0,0,842,6421.57
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,0,0,6,14196.65,14985.65,85
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,9,9412.88,13,9381.69,9620.69,9448.88
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,4,3424,0,0,647,3543
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,20,7788.5,11,5972,6665,8664.5
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,0,0,4,4848.98,5103.98,637
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,0,0,1,900,1884,179
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,0,0,34,21019.58,22017.58,317
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,305,36547.16,338,39955.42,40952.42,36897.16
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,11,3599.75,2,1000,1538,4131.75
49-53,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,0,0,1,208,1168,199
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,0,0,6,4214.38,4748.38,825
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,0,0,1,220,341,1000
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,9,8794,9,5043.72,5124.72,9305
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,0,0,3,1687.93,2116.93,96
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,2966,256769.74,2289,242419.12,243016.12,257064.74
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,427,50299.74,472,44805.43,44812.43,50769.74
39-43,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,2,850,1,601,740,1526
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,9,31418.96,7,3782.43,4318.43,32183.96
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,10,765.98,10,1243.7,1778.7,803.98
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,10,1677.72,8,1450,2304,1926.72
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,8,24708.8,1,284,390,24787.8
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,40,3314.11,47,6476.53,7302.53,3587.11
19-23,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,9,5912,4,2545.5,3192.5,6809
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,1644,151290.5,1237,119106.84,119657.84,151527.5
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,124,27335.19,79,16299.61,16937.61,27412.19
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,2,1000,0,0,788,1576
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,32,70356.71,21,25105.86,25236.86,71336.71
19-23,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,11,1935,16,2652.48,3348.48,2449
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,3,3251,0,0,707,3288
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,36,12996.85,8,3376,4269,13151.85
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,11,1815,11,1080,1792,1990
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,1,170,47,5020,5060,506
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,6,7214.52,2,193,1110,8044.52
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,46,29338.8,37,21051.45,21763.45,29998.8
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,16,1932,7,1406,1507,2357
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,1,3396,2,695,993,3698
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,2,1268.68,3,2961,3021,1515.68
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,2,1464,5,5153.72,5939.72,2378
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,75,16103.58,61,13671.88,13699.88,16756.58
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,2,2140,2,988,1359,2818
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,0,0,3,164.5,223.5,873
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,12,11372.06,1,1050,1177,12371.06
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,44,21007.5,24,12588,13497,21661.5
54-58,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,1,8882,0,0,799,8935
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,43,8262.9,36,5940.91,6903.91,8642.9
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,73,11034.77,63,10390.64,11089.64,11118.77
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,4,1821,18,15804.07,16053.07,2233
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_LENSES,M,null,null,null,1,165,0,0,337,526
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,2,460,0,0,98,499
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,348,32121.81,141,16264.15,16345.15,32382.81
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,43,5434.28,29,1176.46,1363.46,5578.28
49-53,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,0,0,3,8367,9122,589
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,10,9425.5,7,6015.62,6168.62,10084.5
49-53,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,21,1687.6,1,245.58,684.58,2347.6
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,2,2478.78,3,3852.97,4563.97,3461.78
29-33,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,1,782,6,18613.25,19265.25,1285
54-58,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,3,186.84,0,0,832,326.84
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,2,1363,7,2467,2633,2297
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,235,23701.23,253,29826.84,30210.84,24255.23
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,0,0,2,150,891,688
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,18,9342,20,15698.5,15702.5,10274
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,1357,0,0,459,2172
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,1,1050,2,1574,2519,1274
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,8,6376.66,13,6571,6629,7135.66
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,9,1784.31,10,1415.71,2000.71,2274.31
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,1,628.83,3,3615,4108,1084.83
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,38,3116.7,28,2257.59,2712.59,3701.7
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,14,995,65,5222,5446,1863
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,1,145,3,1492,1643,696
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,6,3466.25,0,0,221,3800.25
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,9,7633,4,2000,2857,8558
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,2,657,0,0,79,931
