ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount
56-60,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,5,794,7,750.8
61-65,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,87,8979.02,57,6268.16
19-25,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,10,5996.1,10,6074.5
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,21,11005,23,12632
46-55,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,81,64481.64,64,57404.67
26-35,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,0,0,2,1540
76+,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,12,2613.3,1,150
46-55,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,0,0,4,2022
26-35,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,14,8101.7,14,7496.5
56-60,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,2,345,11,2209.24
0-18,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,9,1625.78,8,1322.75
56-60,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,10,5500,24,12959.5
36-45,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,7,7127.16,7,4663.84
36-45,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,0,0,4,1084.14
19-25,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,28,3284.4,67,5024.93
76+,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,1,260,1,120
19-25,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,4,3813.49,3,3061.05
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,31,6403.17,30,4771.34
46-55,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,3,1456,9,2067
56-60,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,13,860,23,2734.5
19-25,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,85,8173.92,94,10466.23
71-75,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,2,1596,3,3111.54
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,1,2284,1,5954
26-35,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,5,510,0,0
36-45,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,0,0,1,150
36-45,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,96,13321.17,128,10167.77
76+,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,13,590.26,10,642.15
46-55,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,28,25692,0,0
76+,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,4,1335,10,6660.5
36-45,REGION_NORTHERN_IRELAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,4,832.37,6,1491
61-65,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,7,2487.75,0,0
0-18,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,1,1200,3,3602
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,2,2180,2,2097
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,45,12773.04,25,6069.9
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,44,6334.75,33,5782.53
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,1,117.5,2,2092
66-70,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,26,3093.36,56,8500.39
36-45,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,52,22889.26,21,2262.77
46-55,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,2,1488,0,0
61-65,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,5,8905.15,6,11504
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,5,867,3,1672
46-55,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,79,10753.64,93,14051.46
76+,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,4,6460,0,0
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,7,1592,0,0
61-65,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,6,10000.53,0,0
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,47,5009.08,17,1252.2
26-35,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,96,19497.55,69,12877.68
46-55,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,4,530,4,539.42
71-75,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,1,230,0,0
56-60,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,5,2706.38,6,4692.83
19-25,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,78,10390.5,66,6800
19-25,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,42,5743.59,28,3662.19
56-60,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,34,5173.55,15,1937.17
46-55,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,26,20312.2,37,24661.18
61-65,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,11,2693.24,4,570
0-18,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,12,2478.64,2,230
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,8,4548,15,6604.5
26-35,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,1,85.75
46-55,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,5,3229.9,9,13866.16
26-35,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,7,6094.5,11,9271.38
61-65,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,9,3101.97,16,3459.2
0-18,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,57,7391.34,65,9658.95
66-70,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,2,3300,1,900
56-60,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,8,1185,19,4052.5
71-75,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,21,48045.17,2,1504
26-35,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,8,7521.5,4,366.5
76+,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,5,214.45,7,524
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,5,1563.5,6,370
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,8,4063,3,702
19-25,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,15,2017.25,21,2541.55
66-70,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,2,4080,3,14694
61-65,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,11,10367.5,8,3782.66
66-70,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,14,12151.75
0-18,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,17,2361.96,15,1625
46-55,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,1175,263205.19,844,191035.25
61-65,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,2,1664,3,208
26-35,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,5,1207,15,49613.61
26-35,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,129,14815,191,18992.54
36-45,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_PREGNANCY,F,null,null,null,5,1064.25,0,0
66-70,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,3,2710,4,2129.28
26-35,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,1,368.65,11,2613.4
56-60,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,20,2781,6,865.56
71-75,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,0,0,1,913.5
61-65,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,3,1529.5
46-55,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,2,791.08,1,208
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,10,5837.5,10,9036
19-25,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,43,3519.27,10,1695.87
46-55,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,0,0,2,1463.5
56-60,REGION_SOUTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,13,17459.38,10,20554.57
66-70,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,1,1476.5,0,0
46-55,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,29,3570,39,4797
26-35,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,126,41734.86,46,9966.01
19-25,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,1,500
46-55,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,0,0,10,2672
46-55,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_PREGNANCY,M,null,null,null,8,3097.5,0,0
36-45,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,0,0,2,708
0-18,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,62,11220.97,32,5831.4
19-25,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,4,2647,0,0
46-55,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,3,2217,2,1332
19-25,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,10,2201,8,962
36-45,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_PREGNANCY,M,null,null,null,2,490,0,0
19-25,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,M,null,null,null,1,150,0,0
26-35,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,0,0,1,3396
0-18,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,583,73202.64,358,51015.48
46-55,REGION_SCOTLAND,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ MENTAL_DISORDERS,F,null,null,null,76,6600,31,3887
19-25,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,4,6631,3,3172.15
0-18,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,3,2324,1,150
61-65,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,4,1000,4,5455.5
56-60,REGION_WALES,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,M,null,null,null,6,2554.58,5,547
26-35,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_CIRCULATORY,F,null,null,null,6,1817.51,3,965.15
19-25,REGION_WALES,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,11,2078.25,2,320
76+,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,2,270,1,0
26-35,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ MENTAL_DISORDERS,M,null,null,null,0,0,2,468
76+,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,4,2899,6,3325
26-35,REGION_SOUTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,14,30110.69,0,0
56-60,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,2,922,3,3028
56-60,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,2,200,8,2373
66-70,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,0,0,2,300
71-75,REGION_EAST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,M,null,null,null,1,2523.35,0,0
36-45,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,2,1180,4,2226
19-25,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,6,3930.56,2,1790
26-35,REGION_WEST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,4,460,4,555
36-45,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_CIRCULATORY,M,null,null,null,0,0,3,2088.5
36-45,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,67,11584.39,41,5931.1
36-45,REGION_NORTHERN_IRELAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,34,4581.26,7,1364.45
0-18,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,7,4020.76,7,10900
76+,REGION_CENTTRAL_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,1,725,0,0
26-35,REGION_NORTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,47,3632.93,34,3872.72
56-60,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ NEOPLASMS,F,null,null,null,5,9700.97,40,38723.73
36-45,REGION_NORTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_MUSCULOSKELETAL,F,null,null,null,5,4880,3,3419
76+,REGION_GREATER_LONDON,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,3,840,2,295
76+,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,M,null,null,null,1,1102,0,0
61-65,REGION_CENTTRAL_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,3,430,0,0
26-35,REGION_SOUTH_EAST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_MUSCULOSKELETAL,M,null,null,null,174,13839.6,95,10329.7
76+,REGION_NORTH_WEST,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_INJURY_&_ACCIDENT,F,null,null,null,1,0,4,1305.45
61-65,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_ NEOPLASMS,M,null,null,null,1,2000,0,0
46-55,REGION_SOUTH_EAST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,578,97110.35,435,87150.44
76+,REGION_GREATER_LONDON,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DIGESTIVE,F,null,null,null,0,0,2,1503.5
46-55,REGION_NORTH_WEST,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,3,1750,1,150
36-45,REGION_EAST_MIDLANDS,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_RESPIRATORY,F,null,null,null,5,3627,7,4739
36-45,REGION_SCOTLAND,RELATION_TYPE_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_ SS_&_IDC,F,null,null,null,17,14051.15,9,5701.25
56-60,REGION_WEST_MIDLANDS,RELATION_TYPE_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,4,2509.1,2,480
